temperature,temp_ressentie,temp_min,temp_max,humidite,pression,vent_vitesse,vent_direction,nuages,visibilite,pm10,no2,o3,co,so2,heure,jour_semaine,jour_mois,ville_encoded,meteo_encoded,pm2_5,ville
-0.14408542668951227,-0.15183084068906075,-0.13871797506302072,-0.18215020144062152,0.08184308922791783,-1.764810895280393,0.5460724223545366,0.596750058524607,-1.3843316640264935,0.6882061355176957,-0.9450461485615085,-0.5496550310439762,0.9820528521529417,0.7464374780920237,-0.19940578685586796,0.42770303235455415,0.113894952381912,-1.3099029683689138,-1.3416407864998738,-1.5241409420144398,1.17,Casablanca
-0.17311245594973737,-0.184482634385632,-0.14823519535860707,-0.22933860393196082,0.08184308922791783,-2.1221556037803424,-0.8538732676406113,0.7573989631686918,0.989832229622654,-0.46972799725810915,0.14147025444633501,1.1481967131339559,1.0496808302143685,0.6036712481753835,1.7971372964947174,0.42770303235455415,0.113894952381912,-1.3099029683689138,1.3416407864998738,0.2319344911761105,3.9,Rabat
0.794455186057767,0.749358665336326,0.8034868341999912,0.7144294458948115,-0.9830034579829714,-1.764810895280393,2.2926066084164445,0.5164256062025647,-1.3843316640264935,0.6882061355176957,-0.01492225810782437,0.18136446992152253,0.7940140838845827,0.2865974119651716,-0.33112217082691364,0.42770303235455415,0.113894952381912,-1.3099029683689138,0.4472135954999579,-1.5241409420144398,2.37,Marrakech
1.1492299881271857,1.170566804022104,1.1524515783714777,1.0604777308312952,-0.7950893614163439,-2.8368450207802414,-0.15390042264303752,0.9180478678127766,0.989832229622654,0.6882061355176957,0.5694918677524553,-0.24309846612296065,-0.06453134491963584,-0.5583794604484322,-0.6084198212922727,0.42770303235455415,0.113894952381912,-1.3099029683689138,-0.4472135954999579,0.2319344911761105,4.99,Fes
-0.14408542668951227,-0.15183084068906075,-0.13871797506302072,-0.18215020144062152,0.08184308922791783,-1.764810895280393,0.5460724223545366,0.596750058524607,-1.3843316640264935,0.6882061355176957,-0.9450461485615085,-0.5496550310439762,0.9820528521529417,0.7464374780920237,-0.19940578685586796,0.42770303235455415,0.113894952381912,-1.3099029683689138,-1.3416407864998738,-1.5241409420144398,1.17,Casablanca
-0.17311245594973737,-0.184482634385632,-0.14823519535860707,-0.22933860393196082,0.08184308922791783,-2.1221556037803424,-0.8538732676406113,0.7573989631686918,0.989832229622654,-0.46972799725810915,0.14147025444633501,1.1481967131339559,1.0496808302143685,0.6036712481753835,1.7971372964947174,0.42770303235455415,0.113894952381912,-1.3099029683689138,1.3416407864998738,0.2319344911761105,3.9,Rabat
0.794455186057767,0.749358665336326,0.8034868341999912,0.7144294458948115,-0.9830034579829714,-1.764810895280393,2.2926066084164445,0.5164256062025647,-1.3843316640264935,0.6882061355176957,-0.01492225810782437,0.18136446992152253,0.7940140838845827,0.2865974119651716,-0.33112217082691364,0.42770303235455415,0.113894952381912,-1.3099029683689138,0.4472135954999579,-1.5241409420144398,2.37,Marrakech
1.1492299881271857,1.170566804022104,1.1524515783714777,1.0604777308312952,-0.7950893614163439,-2.8368450207802414,-0.15390042264303752,0.9180478678127766,0.989832229622654,0.6882061355176957,0.5694918677524553,-0.24309846612296065,-0.06453134491963584,-0.5583794604484322,-0.6084198212922727,0.42770303235455415,0.113894952381912,-1.3099029683689138,-0.4472135954999579,0.2319344911761105,4.99,Fes
-0.29889624941071313,-0.3216201679112348,-0.41788977040020925,-0.20417145593657962,0.08184308922791783,-1.4074661867804434,0.5460724223545366,0.6770745108466495,0.989832229622654,0.6882061355176957,-0.7968848208786208,-0.514283119706936,0.8971055138562707,0.9340256639127247,-0.22020311064076992,0.5862223380523959,0.113894952381912,-1.3099029683689138,-1.3416407864998738,0.2319344911761105,1.27,Casablanca
-0.49563500328557214,-0.543652365047924,-0.4654758718781398,-0.5439279538742182,0.08184308922791783,-1.764810895280393,-1.2072576165714253,0.596750058524607,0.989832229622654,-0.46972799725810915,-0.10546529169181135,1.1835686244709964,0.8047355926016379,0.7032755946288549,1.623826264953868,0.5862223380523959,0.113894952381912,-1.3099029683689138,1.3416407864998738,0.2319344911761105,3.15,Rabat
